parameter gamma(u,v)/ 
201.500 1
202.500 1
203.500 1
500.301 1
500.302 1
500.303 1
611.712	1202
612.677	633
612.678	633
613.626	666
613.627	666
614.623	1266
615.621	666
615.648	666
616.618	1628
616.623	1628
617.622	1628
617.645	1628
617.664	1628
618.616	1628
618.622	857
618.645	1628
619.620	2562
619.201	1628
619.685	1628
619.691	2562
620.619	2562
620.647	2562
621.615	666
621.650	1628
621.685	1628
621.692	666
622.617	1628
622.618	857
622.690	1628
622.694	666
623.614	1266
623.616	1628
623.684	1628
623.689	1628
301.690	1628
624.689	1628
625.662	666
625.698	666
626.613	666
626.631	633
626.680	633
627.613	666
627.694	666
627.695	514
628.655	1784
628.696	1784
628.697	2562
628.699	1784
629.202	514
629.693	2562
629.697	2562
630.655	1784
630.656	1694
630.698	666
630.700	666
631.626	633
631.705	1694
632.657	1694
632.682	633
632.705	1694
632.715	633
302.657	1694
633.653	1628
633.665	1628
634.659	633
634.706	633
635.636	1784
635.644	929
635.708	1628
635.710	857
636.635	1784
636.638	1784
637.638	1784
637.699	1784
638.636	1784
638.637	1784
638.203	666
638.701	666
639.669	666
639.707	1628
639.708	1628
639.709	666
640.654	666
640.668	514
640.703	666
641.646	1546
641.665	1546
641.676	1266
641.712	1202
642.643	666
642.700	666
643.642	666
643.669	666
643.702	666
643.703	666
644.635	929
645.617	1628
645.618	1628
646.641	1546
647.620	2562
647.651	1628
647.652	2562
647.686	1628
648.615	666
648.686	1628
648.688	1628
648.714	666
649.663	1628
649.687	1628
650.621	1628
650.664	1628
651.647	1628
652.647	2562
653.633	1628
653.683	514
653.707	1628
654.640	666
654.704	633
655.628	1784
655.630	1784
656.630	1694
657.632	1694
657.302	1694
658.659	633
658.673	633
659.634	633
659.658	633
659.303	1202
660.675	633
660.713	633
661.674	514
661.691	2562
661.693	2562
662.625	666
662.692	666
663.649	1628
663.684	1628
664.617	1628
664.650	1628
665.633	1628
665.641	1546
665.667	514
303.659	1202
666.675	666
667.665	514
668.640	514
668.683	514
669.639	666
669.643	666
670.671	633
670.681	633
671.670	633
671.679	633
672.678	633
672.682	633
672.713	633
673.658	633
673.677	633
673.711	814
202.629	514
674.661	514
675.660	633
675.666	666
675.711	857
676.641	1266
677.612	633
677.673	633
678.612	633
678.672	633
679.671	633
679.680	633
680.626	633
680.679	633
681.670	633
681.715	633
682.632	633
682.672	633
683.653	514
683.668	514
684.623	1628
684.663	1628
201.619	1628
685.619	1628
685.621	1628
686.647	1628
686.648	1628
687.649	1628
687.688	1628
688.648	1628
688.687	1628
689.623	1628
689.624	1628
690.622	1628
690.301	1628
691.619	2562
691.661	2562
692.621	666
692.662	666
693.629	2562
693.661	2562
694.622	666
694.627	666
695.627	514
696.628	1784
697.628	2562
697.629	2562
698.625	666
698.630	666
699.628	1784
699.637	1784
700.630	666
700.642	666
203.638	666
701.638	666
701.702	666
702.643	666
702.701	666
703.640	666
703.643	666
704.654	633
704.706	633
705.631	1694
705.632	1694
706.634	633
706.704	633
707.639	1628
707.653	1628
708.635	1628
708.639	1628
709.639	666
710.635	857
711.673	814
711.675	857
712.611	1202
712.641	1202
713.660	633
713.672	633
714.648	666
715.632	633
715.681	633
607.609	600
607.631	600
631.607	600
609.607	600
666.634	1200
634.666	1200
609.610	600
610.609	600
610.675	600
675.609	600
634.712	1200
712.634	1200
656.601	1694
601.602	1694
602.603	1694
603.604	1694
604.605	1694
605.631	1694
631.605	1694
605.604	1694
604.603	1694
603.602	1694
602.601	1694
601.656	1694
/; 
