parameter c(u,v)/ 
611.712	0.094
612.677	0.0946
612.678	0.17
613.626	0.2604
613.627	0.2489
614.623	0.2603
615.621	0.5007
615.648	0.39199
616.618	0.14152
616.623	0.15809
617.622	0.1508
617.645	0.2969
617.664	0.1904
618.616	0.14152
618.622	0.31237
618.645	0.13471
619.620	0.498
619.201	0.2622
619.685	0.3644
619.691	0.2497
620.619	0.498
620.647	0.5069
621.615	0.5007
621.650	0.1988
621.685	0.1398
621.692	0.119
622.617	0.1508
622.618	0.31237
622.690	0.1417
622.694	0.2378
623.614	0.2603
623.616	0.15809
623.684	0.18159
623.689	0.13451
301.690	0.27834
624.689	0.33214
625.662	0.5746
625.698	0.2721
626.613	0.2604
626.631	0.7477
626.680	0.0551
627.613	0.2489
627.694	0.0875
627.695	0.1948
628.655	0.2454
628.696	0.2563
628.697	0.2128
628.699	0.2477
629.202	0.242
629.693	0.3466
629.697	0.2187
630.655	0.256
630.656	0.3692
630.698	0.2244
630.700	0.2362
631.626	0.7477
631.705	0.1231
632.657	0.1119
632.682	0.0913
632.705	0.1912
632.715	0.1358
302.657	0.058
633.653	0.2961
633.665	0.1943
634.659	0.1853
634.706	0.2117
635.636	0.3999
635.644	0.6407
635.708	0.2147
635.710	0.2666
636.635	0.3999
636.638	0.3468
637.638	0.2656
637.699	0.4974
638.636	0.3468
638.637	0.2656
638.203	0.3029
638.701	0.4027
639.669	0.4031
639.707	0.1306
639.708	0.2844
639.709	0.4441
640.654	0.1435
640.668	0.4541
640.703	0.1961
641.646	0.1926
641.665	0.3901
641.676	0.1274
641.712	0.2346
642.643	0.293
642.700	0.5262
643.642	0.293
643.669	0.3069
643.702	0.0505
643.703	0.3048
644.635	0.6407
645.617	0.2969
645.618	0.13471
646.641	0.1926
647.620	0.5069
647.651	0.187
647.652	0.4375
647.686	0.2509
648.615	0.39199
648.686	0.27677
648.688	0.25977
648.714	0.18981
649.663	0.10732
649.687	0.11932
650.621	0.1988
650.664	0.4697
651.647	0.187
652.647	0.4375
653.633	0.2961
653.683	0.1459
653.707	0.4105
654.640	0.1435
654.704	0.1725
655.628	0.2454
655.630	0.256
656.630	0.3692
657.632	0.1119
657.302	0.058
658.659	0.2666
658.673	0.4879
659.634	0.1853
659.658	0.2666
659.303	0.1956
660.675	0.1782
660.713	0.1123
661.674	0.3243
661.691	0.2454
661.693	0.228
662.625	0.5746
662.692	0.3015
663.649	0.10732
663.684	0.1205
664.617	0.1904
664.650	0.4697
665.633	0.1943
665.641	0.3901
665.667	0.339
303.659	0.1956
666.675	0.3411
667.665	0.339
668.640	0.4541
668.683	0.2393
669.639	0.4031
669.643	0.3069
670.671	0.188
670.681	0.1007
671.670	0.188
671.679	0.0461
672.678	0.0378
672.682	0.0658
672.713	0.0747
673.658	0.4879
673.677	0.2495
673.711	0.1026
202.629	0.242
674.661	0.3243
675.660	0.1782
675.666	0.3411
675.711	0.1499
676.641	0.1274
677.612	0.0946
677.673	0.2495
678.612	0.17
678.672	0.0378
679.671	0.0461
679.680	0.1884
680.626	0.0551
680.679	0.1884
681.670	0.1007
681.715	0.166
682.632	0.0913
682.672	0.0658
683.653	0.1459
683.668	0.2393
684.623	0.18159
684.663	0.1205
201.619	0.2622
685.619	0.3644
685.621	0.1398
686.647	0.2509
686.648	0.27677
687.649	0.11932
687.688	0.3179
688.648	0.25977
688.687	0.3179
689.623	0.13451
689.624	0.33214
690.622	0.1417
690.301	0.27834
691.619	0.2497
691.661	0.2454
692.621	0.119
692.662	0.3015
693.629	0.3466
693.661	0.228
694.622	0.2378
694.627	0.0875
695.627	0.1948
696.628	0.2563
697.628	0.2128
697.629	0.2187
698.625	0.2721
698.630	0.2244
699.628	0.2477
699.637	0.4974
700.630	0.2362
700.642	0.5262
203.638	0.3029
701.638	0.4027
701.702	0.0616
702.643	0.0505
702.701	0.0616
703.640	0.1961
703.643	0.3048
704.654	0.1725
704.706	0.335
705.631	0.1231
705.632	0.1912
706.634	0.2117
706.704	0.335
707.639	0.1306
707.653	0.4105
708.635	0.2147
708.639	0.2844
709.639	0.4441
710.635	0.2666
711.673	0.1026
711.675	0.1499
712.611	0.094
712.641	0.2346
713.660	0.1123
713.672	0.0747
714.648	0.18981
715.632	0.1358
715.681	0.166
607.609	0.12113
607.631	0.12113
631.607	0.12113
609.607	0.12113
666.634	0.12113
634.666	0.12113
609.610	0.12113
610.609	0.12113
610.675	0.12113
675.609	0.12113
634.712	0.12113
712.634	0.12113
656.601	0.12113
601.602	0.12113
602.603	0.12113
603.604	0.12113
604.605	0.12113
605.631	0.12113
631.605	0.12113
605.604	0.12113
604.603	0.12113
603.602	0.12113
602.601	0.12113
601.656	0.12113
/;
